	Nazwa
18973	Lisica
18974	Lisice
18975	Lisice-Folwark
18976	Lisiczyn
18977	Lisie
18978	Lisiec
18979	Lisięcice
18980	Lisiewice
18981	Lisiki
18982	Lisikierz
18983	Lisiniec
18984	Lisiny
18985	Lisiogóra
18986	Lisiowólka
18987	Lisisko
18988	Liski
18989	Lisków
18990	Lisków-Dąbrowice
18991	Lisków-Rzgów
18992	Liskowate
18993	Liskówka
18994	Liskowo
18995	Lisna
18996	Liśnica
18997	Liśnik
18998	Lisno
18999	Lisnówko
19000	Lisnowo
19001	Lisów
19002	Lisowa
19003	Lisowce
19004	Lisówek
19005	Lisowice
19006	Lisowice-Kolonia
19007	Lisówka
19008	Lisówki
19009	Lisówko
19010	Lisowo
19011	Lisowo-Janówek
19012	Lisowola
19013	Listewka
19014	Listki
19015	Listków
19016	Listomie
19017	Listówki
19018	Listwanówka
19019	Listwany
19020	Lisunie
19021	Lisy
19022	Liszczok
19023	Liszczyk
19024	Liszka
19025	Liszki
19026	Liszkowice
19027	Liszkówka
19028	Liszkówko
19029	Liszkowo
19030	Liszna
19031	Liszno
19032	Liszno-Kolonia
19033	Liszok
19034	Liszowiec
19035	Liszyno
19036	Liszyno-Czernie
19037	Litewki
19038	Litoborek
19039	Litwa
19040	Litwinki
19041	Litwinowicze
19042	Litwinówka
19043	Litwinowy
19044	Litychowo
19045	Litynek
19046	Liw
19047	Liwa
19048	Liwcze
19049	Liwek
19050	Liwiec
19051	Liwin
19052	Liwki
19053	Liwośka
19054	Liż
19055	Liza
19056	Lizak
19057	Lizaki
19058	Lizakowa
19059	Lizarówka
19060	Lizawice
19061	Lizawki
19062	Lizawy
19063	Lizbona
19064	Lizdejki
19065	Liźniowiec
19066	Liznowo
19067	Lizonie
19068	Lnianek
19069	Lniano
19070	Lniska
19071	Lnisko
19072	Lnisno
19073	Łobaczew
19074	Łobdowo
19075	Łobez
19076	Łoboda
19077	Łobodno
19078	Łobody
19079	Łobódź
19080	Łobodzie
19081	Łobozew
19082	Łobozówka
19083	Łobudzice
19084	Łobżany
19085	Łobżenica
19086	Łobżonka
19087	Łobzów
19088	Łobzówek
19089	Łobzowiec
19090	Łobzowo
19091	Locanie
19092	Lochmanie
19093	Łochocin
19094	Łochów
19095	Łochówek
19096	Łochowice
19097	Lochówka
19098	Łochowo
19099	Łochtynowo
19100	Łochynia
19101	Łochyńsko
19102	Łocki
19103	Łódki
19104	Łodwigowo
19105	Lody
19106	Łodygi
19107	Łodygowice
19108	Łodygowo
19109	Łodyna
19110	Łodyna-Ług
19111	Łódź
19112	Łodzia
19113	Łodzianka
19114	Łodzierz
19115	Łodzina
19116	Łodzinka
19117	Łodziska
19118	Łogdowo
19119	Łoiny
19120	Łojdy
19121	Łoje
19122	Łoje-Awissa
19123	Łoje-Gręzko
19124	Łojew
19125	Łojewek
19126	Łojewka
19127	Łojewo
19128	Łojki
19129	Łojków
19130	Łojowice
19131	Lojstry
19132	Łojszyno
19133	Łokacz
19134	Łokciowe
19135	Łokieć
19136	Łokietka
19137	Łokietnica
19138	Łoknica
19139	Łokwica
19140	Lolin
19141	Łomazówka
19142	Łomazy
19143	Łomczewo
19144	Łomia
19145	Łomianka
19146	Łomianki
19147	Łominy
19148	Łomna
19149	Łomna-Las
19150	Łomnica
19151	Łomnica-Folwark
19152	Łomnica-Młyn
19153	Łomnica-Zdrój
19154	Łomnickie
19155	Łomnik
19156	Łomno
19157	Łomno-Majątek
19158	Łomot
19159	Łomów
19160	Łomy
19161	Łomża
19162	Łomżyca-Przedmieście
19163	Łonek
19164	Longinówka
19165	Longinus
19166	Łoniewo
19167	Łoniów
19168	Łoniów-Kolonia
19169	Łoniowa
19170	Łono
19171	Łoński
19172	Łońsko
19173	Łopaci
19174	Łopacianka
19175	Łopacin
19176	Łopata
19177	Łopatka
19178	Łopatki
19179	Łopatki-Cegielnia
19180	Łopatki-Kolonia
19181	Łopatki-Osada
19182	Łopatkówka
19183	Łopatno
19184	Łopatno-Kolonia
19185	Łopatowa
19186	Łopatówka
19187	Łopaty
19188	Łopianka
19189	Łopianów
19190	Łopienica
19191	Łopienie-Jeże
19192	Łopienie-Ruś
19193	Łopienie-Szelągi
19194	Łopienie-Zyski
19195	Łopienka
19196	Łopienko
19197	Łopiennik
19198	Łopiennik-Kolonia
19199	Łopienno
19200	Łopiszewo
19201	Łopkajny
19202	Łopoczno
19203	Łopoń
19204	Łopuchowa
19205	Łopuchówka
19206	Łopuchówko
19207	Łopuchowo
19208	Łopusze
19209	Łopuszka
19210	Łopuszna
19211	Łopuszne
19212	Łopuszno
19213	Lora
19214	Lorańce
19215	Lorcin
19216	Lorek
19217	Lorenka
19218	Lorenki
19219	Loretto
19220	Lorki
19221	Lorki-Młyn
19222	Loryniec
19223	Lorysówka
19224	Łoś
19225	Łosewo
19226	Łosia
19227	Łosiaki
19228	Łosice
19229	Łosie
19230	Łosie-Dołęgi
19231	Łosień
19232	Łosienek
19233	Łosienice
19234	Łosieniec
19235	Łosiewice
19236	Łosiniany
19237	Łosiniec
19238	Łosinka
19239	Łosinko
19240	Łosinno
19241	Łosino
19242	Łosiny
19243	Łosiów
19244	Łosiowa
19245	Łosiówki
19246	Łoskajmy
19247	Łoskoń
19248	Łośnica
19249	Łośnice
19250	Łośnik
19251	Łośno
19252	Łososina
19253	Łososiowice
19254	Łososkowice
19255	Łosośna
19256	Łosośnica
19257	Łosośniczka
19258	Łosośniki
19259	Losówko
19260	Łostowice
19261	Łostówka
19262	Losy
19263	Loteryjka
19264	Lotnisko
19265	Łotoszyny
19266	Łotów
19267	Lotyń
19268	Łowacz
19269	Łowce
19270	Łówcz
19271	Łowcza
19272	Łówcza
19273	Łowcza-Kolonia
19274	Łowcze
19275	Łowczów
19276	Łowczówek
19277	Łowczyki
19278	Łowęcice
19279	Łowęcin
19280	Łowicz
19281	Łowiczek
19282	Łowiczki
19283	Łowiczówka
19284	Łowiecko
19285	Łowin
19286	Łowiń
19287	Łowinek
19288	Łowinia
19289	Łowiska
19290	Łowisko
19291	Łowiszów
19292	Lowizowo
19293	Łowkowice
19294	Łówkowice
19295	Łówkowiec
19296	Łownica
19297	Łowno
19298	Łowocie
19299	Łowoszów
19300	Łowy
19301	Łowyń
19302	Łoza
19303	Łoża
19304	Łozice
19305	Łozice-Cegielnia
19306	Łozienica
19307	Łozienki
19308	Łozina
19309	Łozinka
19310	Łoziska
19311	Łózki
19312	Łoźnica
19313	Łoźnik
19314	Łozowe
19315	Łozowica
19316	Łozowo
19317	Łozy
19318	Lścin
19319	Łuba
19320	Lubachów
19321	Lubachowy
19322	Lubaczów
19323	Lubajny
19324	Lubań
19325	Lubania
19326	Lubania-Lipiny
19327	Lubanice
19328	Lubanie
19329	Lubańki
19330	Lubanów
19331	Lubanowo
19332	Lubańskie
19333	Lubartów
19334	Lubasy
19335	Lubasz
19336	Lubaszcz
19337	Lubaszowa
19338	Lubatka
19339	Lubatowa
19340	Lubatówka
19341	Lubaty
19342	Lubatynek
19343	Lubawa
19344	Lubawka
19345	Lubcz
19346	Lubcza
19347	Łubcze
19348	Łubczewo
19349	Lubczyna
19350	Lubczynek
19351	Lubczyno
19352	Lubecko
19353	Lubeja
19354	Lubejki
19355	Lubejki-Kolonia
19356	Lubelska
19357	Lubenia
19358	Lubenka
19359	Lubenki
19360	Luberadz
19361	Luberadzyk
19362	Luberdówka
19363	Luberdy
19364	Lubernia
19365	Lubeszczyk
19366	Łubia
19367	Lubian
19368	Lubiana
19369	Łubiana
19370	Łubiane
19371	Lubianek
19372	Lubianka
19373	Łubianka
19374	Lubianki
19375	Łubianki
19376	Lubianków
19377	Lubiaszów
19378	Lubiatów
19379	Lubiatów-Kolonia
19380	Lubiatów-Zakrzew
19381	Lubiatowice
19382	Lubiatówka
19383	Lubiatówko
19384	Lubiatowo
19385	Lubiąż
19386	Lubica
19387	Lubice
19388	Łubice
19389	Lubichowo
19390	Lubicz
19391	Lubiczko
19392	Lubiczów
19393	Lubiczyn
19394	Łubie
19395	Lubiec
19396	Łubiec
19397	Lubiec-Parcela
19398	Lubiechnia
19399	Lubiechów
19400	Lubiechowa
19401	Lubiechowo
19402	Lubiechowo-Przystanek
19403	Lubięcin
19404	Lubiecz
19405	Lubiejew
19406	Lubiejewo
19407	Lubiejki
19408	Lubiel
19409	Lubień
19410	Lubień-Parcela
19411	Lubienia
19412	Łubienica
19413	Łubienica-Superunki
19414	Lubieniec
19415	Łubieniec
19416	Lubieniek
19417	Lubienik
19418	Lubieniów
19419	Łubienka
19420	Łubienko
19421	Lubieńska
19422	Lubierz-Leśniczówka
19423	Lubierzyn
19424	Lubiesz
19425	Lubiesza
19426	Lubieszcze
19427	Lubieszewo
19428	Lubieszów
19429	Lubieszyn
19430	Lubieszyn-Wybudowanie
19431	Lubieszynek
19432	Lubiewice
19433	Lubiewko
19434	Lubiewo
19435	Lubiki
19436	Lubików
19437	Lubikówko
19438	Lubikowo
19439	Lubin
19440	Lubiń
19441	Łubin
19442	Lubinek
19443	Łubinek
19444	Lubinia
19445	Lubinicko
19446	Lubinka
19447	Łubinka
19448	Lubino
19449	Łubinów
19450	Łubinówka
19451	Lubinowo
19452	Lubińsk
19453	Lubiny
19454	Lubiska
19455	Lubiska-Kolonia
19456	Lubiszewice
19457	Lubiszewo
19458	Lubiszyn
19459	Lubiszynek
19460	Łubka
19461	Łubki
19462	Łubki-Kolonia
19463	Łubki-Szlachta
19464	Lubków
19465	Lubkówek
19466	Lubkowice
19467	Lubkowo
19468	Lubla
19469	Lublewko
19470	Lublewo
19471	Lublica
19472	Lublin
19473	Lublinek
19474	Lubliniec
19475	Lublino
19476	Lublinów
19477	Łubna
19478	Łubna-Jakusy
19479	Łubna-Jarosłaj
19480	Łubne
19481	Lubnia
19482	Lubnia-Wybudowanie
19483	Łubniany
19484	Lubnica
19485	Łubnica
19486	Łubnice
19487	Łubnice-Krusze
19488	Lubniczka
19489	Lubniewice
19490	Lubniewice-Kolonia
19491	Łubniki
19492	Lubno
19493	Łubno
19494	Łubno-Opace
19495	Lubnów
19496	Lubnowo
19497	Lubnowy
19498	Lubocha
19499	Lubocheń
19500	Lubochenek
19501	Lubochnia
19502	Lubochnia-Górki
19503	Lubochowo
19504	Lubocień
19505	Lubocino
19506	Lubockie
19507	Lubocz
19508	Lubocza
19509	Lubocześnica
19510	Lubodzież
19511	Lubogóra
19512	Lubogoszcz
19513	Lubojańskie
19514	Lubojenka
19515	Lubojna
19516	Lubola
19517	Lubomia
19518	Lubomierz
19519	Lubomierzycko
19520	Lubomin
19521	Lubominek
19522	Lubomino
19523	Lubomirka
19524	Lubomyśl
19525	Lubomyśle
19526	Luboń
19527	Lubonia
19528	Lubonianka
19529	Luboniec
19530	Lubonieczek
19531	Luboniek
19532	Lubońskie
19533	Luboradów
19534	Luboradz
19535	Luboradza
19536	Luborcza
19537	Luborzyca
19538	Luborzyczka
19539	Lubosina
19540	Lubosinek
19541	Lubośnia
19542	Lubostroń
19543	Lubostronie
19544	Lubosz
19545	Luboszewy
19546	Luboszów
19547	Luboszyce
19548	Lubotyń
19549	Lubotyń-Kolonia
19550	Lubotyń-Morgi
19551	Lubotyń-Włóki
19552	Lubów
19553	Łubowa
19554	Łubowice
19555	Lubowicz
19556	Lubowicz-Byzie
19557	Lubowicz-Kąty
19558	Lubowicze
19559	Łubowiczki
19560	Lubowidz
19561	Lubowidza
19562	Lubowidza-Nowiny
19563	Lubowiec
19564	Lubówiec
19565	Łubowiec
19566	Lubowierz
19567	Lubowo
19568	Łubowo
19569	Lubrańczyk
19570	Lubraniec
19571	Lubraniec-Parcele
19572	Lubrza
19573	Lubrze
19574	Lubsin
19575	Lubsinek
19576	Lubska
19577	Lubsko
19578	Lubstów
19579	Lubstówek
19580	Lubstowo
19581	Lubstyn
19582	Lubstynek
19583	Lubsza
19584	Lubuczewo
19585	Lubuń
19586	Lubuszanka
19587	Łuby
19588	Łuby-Kiertany
19589	Łuby-Kurki
19590	Lubycza
19591	Lubzina
19592	Luchów
19593	Luchowo
19594	Luciąża
19595	Luciejów
19596	Lucień
19597	Lucim
19598	Lucimia
19599	Lucin
19600	Luciniec
19601	Luciny
19602	Łucjanka
19603	Lucjanów
19604	Łucjanówka
19605	Lucjanowo
19606	Łucjanowo
19607	Łucka
19608	Łucka-Kolonia
19609	Łuckie
19610	Lućmierz
19611	Lućmierz-Las
19612	Lućmierz-Ośrodek
19613	Łucówka
19614	Lucynów
19615	Lucynówka
19616	Lucynowo
19617	Łuczaje
19618	Łuczanowice
19619	Łuczewnica
19620	Łucznica
19621	Łuczyce
19622	Łuczyna
19623	Łuczynów
19624	Łuczywno
19625	Ludgierzowice
19626	Ludian
19627	Ludka
19628	Ludkowo
19629	Ludmierz
19630	Ludmierzyce
19631	Ludmiła
19632	Ludmiłówka
19633	Ludomicko
19634	Ludomirowo
19635	Ludomki
19636	Ludomy
19637	Ludów
19638	Ludowice
19639	Ludowinka
19640	Ludowo
19641	Ludwichowo
19642	Ludwiczyn
19643	Ludwiki
19644	Ludwików
19645	Ludwikowice
19646	Ludwikowiec
19647	Ludwikówko
19648	Ludwikowo
19649	Ludwin
19650	Ludwin-Kolonia
19651	Ludwina
19652	Ludwiniec
19653	Ludwinów
19654	Ludwinów-Kolonia
19655	Ludwinówka
19656	Ludwinowo
19657	Ludwisin
19658	Ludwy
19659	Ludynia
19660	Ludzisko
19661	Ludzisławice
19662	Ludzka
19663	Ludźmierz
19664	Ług
19665	Ługi
19666	Ługi-Gołacze
19667	Ługi-Radły
19668	Ługi-Rętki
19669	Ługiele
19670	Ługnica
19671	Ługów
19672	Ługowa
19673	Ługowice
19674	Ługowina
19675	Ługowiny
19676	Ługowiska
19677	Ługówka
19678	Ługowo
19679	Ługwałd
19680	Łuka
19681	Łukanowice
19682	Łukasze
19683	Łukaszew
19684	Łukaszewko
19685	Łukaszewo
19686	Łukaszkówka
19687	Łukaszów
19688	Łukaszowice
19689	Łukaszówka
19690	Łukawa
19691	Łukawa-Zakrzecze
19692	Łukawica
19693	Łukawiec
19694	Łukawka
19695	Łukawska
19696	Łukawy
19697	Łukęcin
19698	Łukiany
19699	Łuknajno
19700	Łukocin
19701	Łukom
19702	Łukomie
19703	Łukomie-Kolonia
19704	Łukomierz
19705	Łukomin
19706	Łukomka
19707	Łukomszczyzna
19708	Łukoszyn
19709	Łukoszyno-Biki
19710	Łukoszyno-Borki
19711	Łuków
19712	Łukowa
19713	Łukowce
19714	Łukowe
19715	Łukówek
19716	Łukowica
19717	Łukowice
19718	Łukowie
19719	Łukowiec
19720	Łukówiec
19721	Łukowisko
19722	Łukówka
19723	Łukowo
19724	Łukowska
19725	Łukszty
19726	Łukta
19727	Luleminko
19728	Lulemino
19729	Lulewice
19730	Lulewiczki
19731	Lulin
19732	Lulinek
19733	Lulki
19734	Lulkowo
19735	Łumbie
19736	Łumpia
19737	Lunaria
19738	Luniec
19739	Łuniew
19740	Łuniewo
19741	Łunowo
19742	Łupawa
19743	Łupawsko
19744	Łupianka
19745	Łupice
19746	Łupicha
19747	Łupichy
19748	Łupienice
19749	Łupienie
19750	Łupinka
19751	Łupiny
19752	Łupki
19753	Łupnik
19754	Łupowo
19755	Łupstych
19756	Lupy
19757	Lurowizna
19758	Lusajny
19759	Łusie
19760	Lusina
19761	Lusiny
19762	Łuski
19763	Łuskowo
19764	Lusławice
19765	Luśno
19766	Lusówko
19767	Lusowo
19768	Lustrzaniec
19769	Luszawa
19770	Łuszczacz
19771	Łuszczanów
19772	Łuszczanówek
19773	Łuszczanowice
19774	Łuszczanowice-Kolonia
19775	Łuszcze
19776	Łuszczewo
19777	Łuszczewo-Parcele
19778	Łuszczki
19779	Łuszczkowie
19780	Łuszczów
19781	Łuszczów-Kolonia
19782	Łuszczyn
19783	Luszewo
19784	Łuszków
19785	Luszkówko
19786	Luszkowo
19787	Łuszkowo
19788	Luszowice
19789	Lusztyk
19790	Lusztyków
19791	Luszyca
19792	Luszyce
19793	Luszyn
19794	Luta
19795	Lutcza
19796	Lute
19797	Lutek
19798	Lutków
19799	Lutkówka
19800	Lutkówka-Kolonia
19801	Lutkowo
19802	Lutnia
19803	Lutobory
19804	Lutobórz
19805	Lutobrok
19806	Lutobrok-Folwark
19807	Lutobrok-Gajówka
19808	Lutocin
19809	Lutogniew
19810	Lutogniewice
19811	Lutol
19812	Lutom
19813	Lutomek
19814	Lutomia
19815	Lutomiersk
19816	Lutomierz
19817	Lutomierzyn
19818	Lutomirów
19819	Lutomski
19820	Lutoryż
19821	Lutosławice
19822	Lutostań
19823	Łutowiec
19824	Lutowiska
19825	Lutówko
19826	Lutówko-Leśnictwo
19827	Lutówko-Młyn
19828	Lutowo
19829	Lutrowskie
19830	Lutry
19831	Lutrynki
19832	Lututów
19833	Lutynia
19834	Lutyniec
19835	Lutynka
19836	Łutynówko
19837	Łutynowo
19838	Łużany
19839	Luzbarg
19840	Łuże
19841	Łużek
19842	Luzino
19843	Luzino-Młyn
19844	Luzino-Nowe
19845	Łuzki
19846	Łużki
19847	Łuzki-Kolonia
19848	Łużna
19849	Łużyce
19850	Łużyk
19851	Lwówek
19852	Lwowiany
19853	Lwowiec
19854	Lwowska
19855	Lwowskie
19856	Łychów
19857	Łychowska
19858	Łyczaków
19859	Łyczana
19860	Łyczanka
19861	Łyczba
19862	Łyczno
19863	Łyczyn
19864	Łydyny
19865	Łyki
19866	Łykoszyn
19867	Łyków
19868	Łykowe
19869	Łykowo
19870	Łyna
19871	Łyna-Kolonia
19872	Łyniec
19873	Łyniew
19874	Łyński
19875	Łypikówka
19876	Łysa
19877	Łysak
19878	Łysaków
19879	Łysaków-Kolonia
19880	Łysakówek
19881	Łysakowo
19882	Łysarzówka
19883	Łyse
19884	Łysek
19885	Łysek-Sosnówka
19886	Łysiec
19887	Łysina
19888	Łysinin
19889	Łysiny
19890	Łyska
19891	Łyskawica
19892	Lyski
19893	Łyski
19894	Łyskornia
19895	Łyskowa
19896	Łyskówka
19897	Łyskowo
19898	Łyśniewo
19899	Łysobyki
19900	Łysocha
19901	Łysogóra
19902	Łysokanie
19903	Łysołaje
19904	Łysołaje-Kolonia
19905	Łysomice
19906	Łysomice-Leśniczówka
19907	Łysomiczki
19908	Łysonie
19909	Łysoniówka
19910	Łysów
19911	Łysów-Kolonia
19912	Łysowiec
19913	Łysówka
19914	Łysowody
19915	Łysy
19916	Łyszczarze
19917	Łyszczarzówka
19918	Lyszcze
19919	Łyszczochy
19920	Łyszkowice
19921	Łyszkowo
19922	Lyta
19923	Łyżka
19924	Łyżki
19925	Łyżniaki
19926	Łyżniakowa
19927	Łyżwy
19928	Lzy
19929	Macakówka
19930	Macew
19931	Machaczki
19932	Machaje
19933	Machajowa
19934	Machalanka
19935	Macharce
19936	Machary
19937	Machcin
19938	Machcinko
19939	Machcino
19940	Machety
19941	Machliny
19942	Machnacz
19943	Machnatka
19944	Machnatka-Parcela
19945	Machnaty
19946	Machnice
19947	Machnów
19948	Machnówek
19949	Machnowiec
19950	Machnówka
19951	Mąchocice
19952	Mąchocice-Scholasteria
19953	Machory
19954	Machów
19955	Machowa
19956	Machowica
19957	Machowiec
19958	Machowinko
19959	Machowino
19960	Machówka
19961	Machowo
19962	Machul
19963	Maciągowa
19964	Maciągówka
19965	Maciaszkówka
19966	Maciaty
19967	Maciążyzna
19968	Mącice
19969	Macieczyna
19970	Maciejakówka
19971	Macieje
19972	Maciejek
19973	Maciejew
19974	Maciejewo
19975	Maciejka
19976	Maciejki
19977	Maciejkowa
19978	Maciejkowice
19979	Maciejni
19980	Maciejów
19981	Maciejowa
19982	Maciejowice
19983	Maciejowiec
19984	Maciejowięta
19985	Maciejowizna
19986	Maciejówka
19987	Macieryż
19988	Macierz
19989	Macierzysz
19990	Macikowo
19991	Maciołki
19992	Maciołowa
19993	Maciowakrze
19994	Maciszewice
19995	Maciużnia
19996	Maćki
19997	Maćkowa
19998	Maćkowce
19999	Maćkowice
20000	Maćkowicze
20001	Maćkówka
20002	Maćkowy
20003	Macocha
20004	Macoszyn
20005	Macurzonka
20006	Mącze
20007	Mączewo
20008	Maczki
20009	Maczków
20010	Mączlino
20011	Mączne
20012	Mącznianka
20013	Mącznik
20014	Mączniki
20015	Mączno
20016	Maczugi
20017	Maczugówka
20018	Maczuły
20019	Mączyświat
20020	Madaje
20021	Madajka
20022	Madalin
20023	Madański
20024	Madej
20025	Madejczyki
20026	Madeje
20027	Madejka
20028	Madejki
20029	Madejowa
20030	Madejówka
20031	Madejowo
20032	Madeły
20033	Madera
20034	Madlówka
20035	Madoń
20036	Madonie
20037	Madoniówka
20038	Mądralin
20039	Madraszówka
20040	Mądre
20041	Mądroszki
20042	Mądrowo
20043	Mądrzechowo
20044	Madziarowa
20045	Madziarówka
20046	Madziary
20047	Maga
20048	Magazyn
20049	Magda
20050	Magdalena
20051	Magdaleniec
20052	Magdalenka
20053	Magdalenki
20054	Magdalenów
20055	Magdalenowo
20056	Magdasz
20057	Magdziakówka
20058	Magdzinek
20059	Magenta
20060	Magiel
20061	Magierów
20062	Magierowa
20063	Magierówka
20064	Magiery
20065	Magierzakówka
20066	Magnice
20067	Magnusy
20068	Magnusze
20069	Magnuszew
20070	Magnuszewice
20071	Magnuszowice
20072	Magnuszowiczki
20073	Magonie
20074	Magorzyca
20075	Magówka
20076	Magreta
20077	Magura
20078	Magurka
20079	Magury
20080	Majaczewice
20081	Majasiówka
20082	Majątek
20083	Majątek-Gawłów
20084	Majątkowe
20085	Majcherowiec
20086	Majchrówka
20087	Majchry
20088	Majchrzakowa
20089	Majchrzakówka
20090	Majdaki
20091	Majdan
20092	Majdan-Grabina
20093	Majdan-Kolonia
20094	Majdan-Obleszcze
20095	Majdan-Sielec
20096	Majdanek
20097	Majdanki
20098	Majdańskie
20099	Majdany
20100	Majdany-Kolonia
20101	Majdany-Leśniczówka
20102	Majdów
20103	Majdówka
20104	Majdy
20105	Maje
20106	Majechówka
20107	Majer
20108	Majeranówka
20109	Majerany
20110	Majerczykówka
20111	Majerka
20112	Majerówka
20113	Majerowskie
20114	Majery
20115	Majerz
20116	Majerze
20117	Majerzowa
20118	Majewo
20119	Majk
20120	Majki
20121	Majki-Tykiewki
20122	Majków
20123	Majków-Folwark
20124	Majków-Kolonia
20125	Majków-Osiedle
20126	Majkowice
20127	Majkowizna
20128	Majmławki
20129	Majochy
20130	Majorat
20131	Majorat-Zaródcze
20132	Majorowizna
20133	Majory
20134	Majów
20135	Majowa
20136	Majówka
20137	Majscowa
20138	Mak
20139	Makarki
20140	Makarówka
20141	Makarowo
20142	Makarszczyzna
20143	Mąki
20144	Makocice
20145	Mąkocin
20146	Mąkolice
20147	Mąkolice-Kolonia
20148	Mąkolin
20149	Mąkolin-Kolonia
20150	Mąkolno
20151	Mąkołowiec
20152	Makomazy
20153	Makosieje
20154	Mąkosin
20155	Makosiowa
20156	Mąkosy
20157	Makoszka
20158	Makoszowy
20159	Mąkoszyce
20160	Makoszyn
20161	Mąkoszyn
20162	Maków
20163	Maków-Gaj
20164	Maków-Kolonia
20165	Makowa
20166	Mąkowa
20167	Mąkowarsko
20168	Makowczyce
20169	Makowica
20170	Makowice
20171	Makowiczki
20172	Makowiec
20173	Makówiec
20174	Makowiec-Leśniczówka
20175	Makowiska
20176	Makowisko
20177	Makówka
20178	Makówkówka
20179	Makowlany
20180	Mąkownica
20181	Makowo
20182	Mąkowo
20183	Makowska
20184	Makowski
20185	Makowskie
20186	Makowszczyzna
20187	Makruty
20188	Maks
20189	Maksymilianów
20190	Maksymilianowo
20191	Maksymów
20192	Maksymowszczyzna
20193	Makuch
20194	Makuchowa
20195	Makuchówka
20196	Mała
20197	Małacentów
20198	Malachin
20199	Małachów
20200	Małachów-Dęba
20201	Małachów-Kolonia
20202	Małachowice
20203	Małachowice-Kolonia
20204	Małachówka
20205	Małachowo
20206	Małachowo-Kępe
20207	Małachowo-Szemborowice
20208	Małachowo-Wierzbiczany
20209	Małachowo-Złych
20210	Małachowszczyzna
20211	Małączka
20212	Malakówka
20213	Malamówka
20214	Malankowo
20215	Malanów
20216	Malanówki
20217	Malanówko
20218	Malanowo
20219	Malarka
20220	Malarki
20221	Malary
20222	Malarz
20223	Malarze
20224	Malarzówka
20225	Małastów
20226	Małaszek
20227	Małaszewicze
20228	Małaszowice
20229	Malatowa
20230	Malawa
20231	Malawicze
20232	Malbork
20233	Malcanów
20234	Malce
20235	Malchów
20236	Malców
20237	Malcowizna
20238	Malcówka
20239	Małcz
20240	Malczakówka
20241	Malczew
20242	Małczew
20243	Malczewo
20244	Malczkówko
20245	Malczkowo
20246	Malczów
20247	Malczyce
20248	Malczyn
20249	Małdaniec
20250	Maldanin
20251	Małdyty
20252	Małe
20253	Malec
20254	Małec
20255	Malechówko
20256	Malechowo
20257	Malechy
20258	Malęcino
20259	Małęcka
20260	Małecz
20261	Maleczewo
20262	Małęczyn
20263	Malęda
20264	Malejowa
20265	Małejurki
20266	Malenia
20267	Malenice
20268	Malenie
20269	Maleniec
20270	Malenin
20271	Maleniska
20272	Malentyn
20273	Malerz
20274	Malerzów
20275	Malerzowice
20276	Malesin
20277	Malesowizna
20278	Malesze
20279	Maleszki
20280	Maleszów
20281	Maleszowa
20282	Maleszyna
20283	Malewice
20284	Malewo
20285	Malewszczyzna
20286	Malewszów
20287	Małgorzacin
20288	Małgorzatka
20289	Małgorzatów
20290	Małgorzatowo
20291	Małgosin
20292	Małgów
20293	Małgów-Kolonia
20294	Malhowice
20295	Malhowska
20296	Mali
20297	Malice
20298	Malichów
20299	Malichy
20300	Malicka
20301	Malicz
20302	Malik
20303	Maliki
20304	Malików
20305	Malikowa
20306	Malikowiec
20307	Malikówka
20308	Malin
20309	Malina
20310	Malinczany
20311	Maliniak
20312	Malinie
20313	Malinie-Kolonia
20314	Malinie-Tuczarnia
20315	Maliniec
20316	Maliniki
20317	Malinka
20318	Malinnik
20319	Malinniki
20320	Malinniki-Kolonia
20321	Malinoskówka
20322	Malinów
20323	Malinowe
20324	Malinowice
20325	Malinowiec
20326	Malinówka
20327	Malinówka-Gajówka
20328	Malinowo
20329	Malinowszczyzna
20330	Malinowy
20331	Maliny
20332	Maliszew
20333	Maliszewko
20334	Maliszewo
20335	Maliszewo-Łynki
20336	Maliszewo-Perkusy
20337	Maliszów
20338	Malitony
20339	Małki
20340	Małkinia
20341	Małkinie
20342	Małkocin
20343	Malków
20344	Małków
20345	Małków-Kolonia
20346	Malkowice
20347	Małkowice
20348	Małkowo
20349	Małkuchowa
20350	Malmurzyn
20351	Malnia
20352	Małobądz
20353	Małobór
20354	Małochwiej
20355	Małocice
20356	Małociechowo
20357	Małocin
20358	Małodobra
20359	Małogórne
20360	Małogoskie
20361	Małogoszcz
20362	Małolepsza
20363	Małolesie
20364	Małomice
20365	Małomierz
20366	Małomierzyce
20367	Małomin
20368	Malon
20369	Małoniż
20370	Malonowo
20371	Malony
20372	Małopole
20373	Małorolne
20374	Małoryta
20375	Małoszewo
20376	Małoszki
20377	Małoszów
20378	Małoszyce
20379	Małoszyna
20380	Małoszywka
20381	Malowa
20382	Malowane
20383	Malowany
20384	Małowice
20385	Małowidz
20386	Małowista
20387	Malówka
20388	Małówka
20389	Małowy
20390	Małoziemce
20391	Malskówka
20392	Małszewko
20393	Małszewo
20394	Małszyce
20395	Malta
20396	Maltówka
20397	Małujowice
20398	Małusy
20399	Małuszów
20400	Maluszyce
20401	Maluszyn
20402	Małuszyn
20403	Malutkie
20404	Małutówka
20405	Malużyn
20406	Malwinów
20407	Malwinowo
20408	Mały
20409	Małyń
20410	Małynka
20411	Małysiaki
20412	Małysówka
20413	Małysy
20414	Małyszczyn
20415	Małysze
20416	Małyszówka
20417	Małyszówka-Kolonia
